Restaurant Name,Country Code,City,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes
Hong Kong Express,1,Gurgaon,"Raheja Mall, Sohna Road",77.0395802,28.4234228,"Chinese, Thai",700,0,1,0,2,3.2,100
Viva Hyderabad,1,Gurgaon,"Raheja Mall, Sohna Road",77.0394902,28.4234142,"Biryani, North Indian",600,0,1,0,2,2.3,32
Cafe Rouge - Ramada,1,Gurgaon,"Ramada Gurgaon Central, Sector 44",77.0706524,28.4497396,"North Eastern, Continental, South Indian, Fast Food",1500,1,0,0,3,3.5,194
Shamji Sweets,1,Gurgaon,Sadar Bazar,77.0268394,28.4596657,Mithai,200,0,0,0,1,3.2,15
Sialkoti Vaishno Dhaba,1,Gurgaon,Sadar Bazar,77.0313172,28.4623451,North Indian,250,0,0,0,1,3.1,16
Haldiram's,1,Gurgaon,"Sahara Mall, MG Road",77.0868894,28.4797958,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,0,0,0,2,3.6,315
Club Prison,1,Gurgaon,"Sahara Mall, MG Road",77.0865747,28.4797207,Finger Food,1800,0,0,0,3,2.4,53
Maa Bhagwati Tiffins,1,Gurgaon,Sector 12,77.0324732,28.4636195,North Indian,200,0,0,0,1,3.0,4
Spices & Sauces,1,Gurgaon,Sector 12,77.0324282,28.4637496,"North Indian, Continental",1500,1,0,0,3,3.0,8
Assam Tea Corner,1,Gurgaon,Sector 14,77.0404135,28.4755199,"Chinese, Street Food",150,0,0,0,1,2.8,6
Bakingo,1,Gurgaon,Sector 14,77.0441684,28.4706936,Bakery,400,0,0,0,1,3.0,4
Balaji Sweets & Snacks,1,Gurgaon,Sector 14,77.0348123,28.476036,"North Indian, South Indian, Chinese",400,0,0,0,1,2.9,6
Baxman Delivers,1,Gurgaon,Sector 14,0.0,0.0,"North Indian, Chinese, Fast Food, Desserts",800,0,0,0,2,2.9,4
Burger Point,1,Gurgaon,Sector 14,77.0483361,28.4735491,"Burger, Fast Food",300,0,0,0,1,3.2,20
Burger Xpress,1,Gurgaon,Sector 14,77.0476105,28.4745207,Fast Food,300,0,0,0,1,3.1,20
Cafe Coffee Day,1,Gurgaon,Sector 14,77.046327,28.4775051,Cafe,450,0,0,0,1,2.8,34
Cake Factory,1,Gurgaon,Sector 14,77.0204025,28.4703517,"Bakery, Desserts",300,0,1,0,1,3.3,36
Cake Maker,1,Gurgaon,Sector 14,77.0424008,28.4741041,"Street Food, Bakery",200,0,0,0,1,3.0,5
Captain's Table,1,Gurgaon,Sector 14,77.0474607,28.4740266,"Bakery, Desserts",200,0,0,0,1,3.1,41
Carpedium,1,Gurgaon,Sector 14,77.0475174,28.474015,"Bakery, Desserts",200,0,0,0,1,3.1,7
Chef Sack Kitchen,1,Gurgaon,Sector 14,0.0,0.0,"Mexican, Lebanese, Italian, Continental, Thai",500,0,0,0,2,3.1,7
Chinar Junction,1,Gurgaon,Sector 14,77.04808339,28.48038451,"North Indian, Chinese",600,0,0,0,2,2.8,8
Frontier,1,Gurgaon,Sector 14,77.0424589,28.4739949,Bakery,200,0,0,0,1,2.9,10
Ganpati Rasoi,1,Gurgaon,Sector 14,0.0,0.0,North Indian,200,0,0,0,1,3.2,11
Indian & Chinese Corner,1,Gurgaon,Sector 14,77.048056,28.4730599,"North Indian, Chinese",400,0,0,0,1,3.1,21
Juice Lounge,1,Gurgaon,Sector 14,77.0445066,28.4694139,"Beverages, Fast Food",350,0,0,0,1,3.4,25
KB's Kulfi & Icecream,1,Gurgaon,Sector 14,77.0494753,28.4822008,Ice Cream,200,0,1,0,1,3.3,19
KB's Kulfi & Icecream,1,Gurgaon,Sector 14,77.0439881,28.4754869,Ice Cream,200,0,1,0,1,3.3,43
Keventers,1,Gurgaon,Sector 14,77.0481041,28.4736495,Beverages,250,0,0,0,1,2.6,18
KFC,1,Gurgaon,Sector 14,77.047405,28.4740886,"American, Fast Food, Burger",500,0,1,0,2,2.7,17
Madras Cafe,1,Gurgaon,Sector 14,77.0456073,28.476629,"South Indian, North Indian, Chinese, Fast Food",300,0,0,0,1,3.3,69
Madurai Meenakshi Bhawan,1,Gurgaon,Sector 14,77.0473507,28.4740911,"South Indian, North Indian",300,0,0,0,1,3.4,25
Masala Fusion,1,Gurgaon,Sector 14,77.0424589,28.4740845,"North Indian, Chinese",600,0,1,0,2,3.2,52
Moti Mahal Delux Tandoori Trail,1,Gurgaon,Sector 14,77.0351491,28.4665409,"North Indian, Continental",800,1,0,0,2,2.9,16
Mr. & Mrs. Idly,1,Gurgaon,Sector 14,0.0,0.0,"South Indian, Chinese",400,0,0,0,1,3.0,5
Pind Bawarchi,1,Gurgaon,Sector 14,77.0482744,28.4728921,"North Indian, Chinese",600,0,1,0,2,3.1,8
Republic of Chicken,1,Gurgaon,Sector 14,77.0484406,28.4736075,"Raw Meats, Fast Food",400,0,0,0,1,2.8,9
Ridhi Sidhi,1,Gurgaon,Sector 14,77.020392,28.4703532,"North Indian, Chinese, South Indian",500,0,1,0,2,3.0,30
Romi Da Dhaba,1,Gurgaon,Sector 14,77.0432685,28.4750589,North Indian,450,0,0,0,1,3.2,34
Shamji Sweets,1,Gurgaon,Sector 14,77.0394496,28.4702133,"Mithai, South Indian, Chinese, Street Food, North Indian",600,0,0,0,2,2.9,26
Six Pack Kitchen,1,Gurgaon,Sector 14,77.0453042,28.4699753,"Healthy Food, Continental",600,0,0,0,2,3.2,13
Taste of Dilli 6,1,Gurgaon,Sector 14,77.0474907,28.4749637,"Chinese, North Indian",650,0,1,0,2,2.7,9
The Guls,1,Gurgaon,Sector 14,77.0349543,28.4768261,North Indian,650,0,0,0,2,3.0,21
The League Restaurant,1,Gurgaon,Sector 14,77.0432685,28.4751486,"North Indian, Chinese",900,1,0,0,2,3.1,17
The Plaza Solitaire,1,Gurgaon,Sector 14,77.044168,28.4751457,"North Indian, Mughlai, Chinese, South Indian",900,1,0,0,2,3.3,32
Uttarakhand Fast Food,1,Gurgaon,Sector 14,77.0363305,28.4758641,North Indian,200,0,0,0,1,2.9,6
Viva Hyderabad,1,Gurgaon,Sector 14,77.0445955,28.4764122,"Biryani, North Indian",600,0,1,0,2,2.5,70
Wahid Food Corner,1,Gurgaon,Sector 14,77.0347763,28.4758171,North Indian,400,0,0,0,1,2.8,6
Zync - Rosewood Hotel,1,Gurgaon,Sector 14,77.037225,28.46715278,"North Indian, Chinese, Continental",1000,1,0,0,3,3.0,5
Konetto Pizza,1,Gurgaon,Sector 14,77.0462096,28.4783985,Pizza,150,0,0,0,1,3.5,32
South Store,1,Gurgaon,Sector 14,77.0475378,28.4743176,South Indian,200,0,0,0,1,3.5,64
Captain Bill$ Deliverz,1,Gurgaon,Sector 14,77.0476588,28.4738648,"North Indian, Chinese, Fast Food",1000,0,1,1,3,2.4,23
China Hut,1,Gurgaon,Sector 14,77.0376289,28.4758573,"Chinese, Fast Food",300,0,0,0,1,2.4,18
G Dot,1,Gurgaon,Sector 14,77.0338227,28.4785399,"North Indian, South Indian, Chinese",400,0,1,0,1,2.4,26
Cake2you,1,Gurgaon,Sector 15,77.0371148,28.4579792,"Bakery, Desserts",400,0,0,0,1,3.0,4
Delight Express,1,Gurgaon,Sector 15,77.0435543,28.4583117,"Chinese, North Indian",400,0,0,0,1,2.9,6
Empress,1,Gurgaon,Sector 15,77.033231,28.4568511,"North Indian, Chinese",1000,1,0,0,3,2.9,5
Hotel DDR,1,Gurgaon,Sector 15,77.0344852,28.4588673,"North Indian, Chinese, Mughlai",500,0,0,0,2,2.8,10
Khan Kabab Corner,1,Gurgaon,Sector 15,77.0380952,28.4555436,"Mughlai, North Indian",500,0,0,0,2,3.0,4
Kwality Cakes and Bakes,1,Gurgaon,Sector 15,77.0381307,28.4555152,"Bakery, Desserts, Fast Food",350,0,0,0,1,3.2,12
Nite Bites,1,Gurgaon,Sector 15,77.041878,28.460253,"North Indian, Chinese, Continental",650,0,1,0,2,2.9,4
Oriental Kitchen Express,1,Gurgaon,Sector 15,77.0367474,28.4577727,"Chinese, Thai",450,0,1,0,1,3.3,14
Royal Mart,1,Gurgaon,Sector 15,77.0390954,28.4544096,"Bakery, Fast Food",300,0,0,0,1,2.9,4
Sikkim Fast Food,1,Gurgaon,Sector 15,77.0435095,28.4584547,Chinese,350,0,0,0,1,2.7,36
ZASTY,1,Gurgaon,Sector 15,0.0,0.0,"Continental, North Indian, Asian",500,0,0,0,2,3.5,28
Maachh Bhaat,1,Gurgaon,Sector 17,77.0609808,28.4950876,Oriya,600,0,1,0,2,3.4,256
Domino's Pizza,1,Gurgaon,Sector 21,77.0714215,28.5097704,"Pizza, Fast Food",700,0,0,0,2,3.3,32
GoGourmet,1,Gurgaon,Sector 21,77.0716913,28.5094378,"Healthy Food, Beverages",600,0,0,0,2,3.2,8
Snack Shack,1,Gurgaon,Sector 21,77.0714215,28.5095911,Chinese,400,0,1,0,1,2.7,15
West��ross,1,Gurgaon,Sector 21,77.0693827,28.510128,"Italian, Mexican",400,0,1,0,1,3.5,40
Cake Desire,1,Gurgaon,Sector 22,77.0644469,28.5029596,Bakery,400,0,0,0,1,3.0,4
Behrouz Biryani,1,Gurgaon,Sector 23,77.0541384,28.5041335,Biryani,600,0,1,0,2,3.4,17
Biryani Art,1,Gurgaon,Sector 23,77.0535606,28.5041041,"Hyderabadi, North Indian, Biryani",1100,1,1,0,3,3.3,8
Daawat-e! Amritsar,1,Gurgaon,Sector 23,77.0646633,28.5029179,Mughlai,700,0,1,0,2,2.9,27
Faasos,1,Gurgaon,Sector 23,77.0538414,28.5041074,"North Indian, Fast Food",600,0,1,0,2,3.0,13
Ovenstory Pizza,1,Gurgaon,Sector 23,77.0540643,28.5041784,"Pizza, Fast Food",500,0,1,0,2,3.3,15
Pizza Hut Delivery,1,Gurgaon,Sector 23,77.0541569,28.504122,"Italian, Pizza, Fast Food",800,0,1,0,2,2.7,53
Game n Grillz,1,Gurgaon,Sector 23,77.051885,28.5046578,"North Indian, Chinese, Fast Food",850,1,0,0,2,3.6,169
Hamoni Red: Play Cafe,1,Gurgaon,Sector 23,77.0537818,28.500642,Cafe,900,0,0,0,2,3.9,25
Machan,1,Gurgaon,Sector 29,77.0644064,28.4664277,"North Indian, Chinese",900,1,0,0,2,3.3,88
Mainland China,1,Gurgaon,Sector 29,77.0623603,28.4686372,Chinese,1800,1,0,0,3,3.3,563
Pind Balluchi,1,Gurgaon,Sector 29,77.0644064,28.4680413,"North Indian, Mughlai",800,0,1,0,2,3.4,1022
Sagar Ratna,1,Gurgaon,Sector 29,77.0629673,28.4681718,"South Indian, North Indian, Chinese",600,0,0,0,2,2.7,235
Sasuraal,1,Gurgaon,Sector 29,77.0624277,28.4686577,"North Indian, Mughlai",1400,1,1,0,3,3.3,586
feel ALIVE,1,Gurgaon,Sector 29,77.0641366,28.4679257,"North Indian, American, Asian, Biryani",1200,1,0,0,3,4.7,69
Matchbox,1,Gurgaon,Sector 29,77.0626075,28.4682268,"Continental, North Indian, Chinese",1500,1,0,0,3,4.8,245
Prankster,1,Gurgaon,Sector 29,77.0633573,28.4691662,"Modern Indian, North Indian",1500,1,0,0,3,4.8,1478
21 Gun Salute,1,Gurgaon,Sector 29,77.0631472,28.4681891,"North Indian, Mughlai, Asian, Continental",2000,1,1,0,4,3.9,1365
Backyard Underground,1,Gurgaon,Sector 29,77.063143,28.468337,"Continental, Italian, North Indian, American",1400,1,0,0,3,3.5,134
Bikanervala,1,Gurgaon,Sector 29,77.0635969,28.4686806,"Mithai, North Indian, South Indian, Fast Food, Street Food, Chinese",550,0,1,0,2,3.8,966
Chin Chin,1,Gurgaon,Sector 29,77.0626975,28.4682354,Chinese,1500,1,1,0,3,3.5,429
Domino's Pizza,1,Gurgaon,Sector 29,77.0632194,28.4682247,"Pizza, Fast Food",700,0,0,0,2,3.6,146
Eggjactly,1,Gurgaon,Sector 29,77.0678878,28.4685801,"American, Fast Food",500,0,0,0,2,3.7,241
Gola Sizzlers,1,Gurgaon,Sector 29,77.063417,28.4683943,"Chinese, North Indian, Mughlai, Continental",1500,1,0,0,3,3.5,853
Hunter Valley,1,Gurgaon,Sector 29,77.0638106,28.4673849,"Mexican, Italian, North Indian, Chinese",1600,1,0,0,3,3.6,254
Jungle Jamboree,1,Gurgaon,Sector 29,77.0640466,28.4673792,"Continental, Chinese, Thai, Mughlai, North Indian",1500,1,0,0,3,3.8,1317
McDonald's,1,Gurgaon,Sector 29,77.0632371,28.4682874,"Fast Food, Burger",500,0,1,0,2,3.5,187
My Bar Headquarters By Dockyard,1,Gurgaon,Sector 29,77.0644064,28.4679517,"Continental, North Indian, Chinese, European, Asian",1500,1,0,0,3,3.9,401
Punjabi by Nature,1,Gurgaon,Sector 29,77.0624277,28.4691956,North Indian,1500,1,1,0,3,3.6,302
Sandys Cocktails & Kitchen,1,Gurgaon,Sector 29,77.0712417,28.472016,"Asian, European",1800,1,1,0,3,3.9,297
Sense Of Spirits,1,Gurgaon,Sector 29,77.0633627,28.4695542,"North Indian, Chinese, Continental, Thai",1200,1,0,0,3,3.9,280
Starbucks,1,Gurgaon,Sector 29,77.0632371,28.468377,Cafe,700,0,0,0,2,3.7,269
Swagath,1,Gurgaon,Sector 29,77.0628774,28.4696871,"North Indian, Chinese, South Indian, Seafood, Chettinad",1500,1,0,0,3,3.6,289
The Old School Brew House,1,Gurgaon,Sector 29,77.0641949,28.467777,"Continental, Burger, Pizza, North Indian, European, Finger Food",2000,1,0,0,4,3.9,96
Barcelos,1,Gurgaon,Sector 29,77.0624025,28.4691552,"Portuguese, African, Lebanese",1400,1,0,0,3,4.0,322
Boombox Brewstreet,1,Gurgaon,Sector 29,77.0642265,28.4679344,"North Indian, Italian, Chinese, American",1600,1,0,0,3,4.4,391
BRONX Bar Exchange,1,Gurgaon,Sector 29,77.063417,28.4681254,"Chinese, Continental, North Indian, Mexican",2100,0,0,0,4,4.1,569
Djinggs,1,Gurgaon,Sector 29,77.0642265,28.4679344,"Asian, Seafood",1500,0,0,0,3,4.1,105
Downtown - Diners & Living Beer Cafe,1,Gurgaon,Sector 29,77.0631922,28.4683279,"North Indian, Chinese, Italian, Continental",1800,0,0,0,3,4.4,3569
Drifters Cafe,1,Gurgaon,Sector 29,77.0671046,28.471349,"Chinese, Thai, Asian",400,0,0,0,1,4.1,208
Gung The Palace,1,Gurgaon,Sector 29,77.0625436,28.4685726,Korean,2500,1,1,0,4,4.2,327
Magadh and Awadh,1,Gurgaon,Sector 29,77.0716014,28.4723195,"Bihari, Lucknowi, North Indian",1200,1,1,0,3,4.0,226
Mamagoto,1,Gurgaon,Sector 29,77.0641366,28.4676568,"Asian, Thai, Chinese",1600,1,1,0,3,4.1,875
Molecule Air Bar,1,Gurgaon,Sector 29,77.0642265,28.4679344,"Continental, North Indian, Italian, Chinese",1500,1,0,0,3,4.2,1809
Nagai,1,Gurgaon,Sector 29,77.064243,28.4640533,"Japanese, Sushi",3300,0,0,0,4,4.3,56
PitStop BrewPub,1,Gurgaon,Sector 29,77.0715571,28.4621449,"Continental, Italian, North Indian, Mughlai",1250,1,0,0,3,4.4,166
The Classroom,1,Gurgaon,Sector 29,77.0627425,28.4681949,"North Indian, Italian, Parsi, Asian, Kerala",1200,1,0,0,3,4.4,146
bu��no,1,Gurgaon,Sector 30,77.0553395,28.4598737,"Healthy Food, Cafe, Desserts, Italian, Bakery",650,0,1,0,2,3.8,99
Bottles and Barrels,1,Gurgaon,Sector 30,77.0521813,28.4606832,"North Indian, Asian, Italian",1850,1,0,0,3,4.0,242
A One Rasoi,1,Gurgaon,Sector 31,77.0568391,28.4489745,North Indian,500,0,0,0,2,3.1,11
Angeethi,1,Gurgaon,Sector 31,77.0510698,28.4534927,"North Indian, Chinese, Mughlai",450,0,0,0,1,2.7,73
Burger Point,1,Gurgaon,Sector 31,77.0509079,28.4529876,"Burger, Fast Food",300,0,0,0,1,2.7,7
Cafe Coffee Day,1,Gurgaon,Sector 31,77.0504568,28.4532365,Cafe,450,0,0,0,1,3.1,23
Cake Castle,1,Gurgaon,Sector 31,77.0511154,28.453487,"Bakery, Fast Food",250,0,1,0,1,3.2,23
CHA,1,Gurgaon,Sector 31,77.0446703,28.4457809,"Beverages, Fast Food",200,0,0,0,1,3.2,7
Chai Point,1,Gurgaon,Sector 31,77.0549336,28.4645465,"Tea, Fast Food",200,0,1,0,1,2.9,10
Fees - The Cloud Kitchen,1,Gurgaon,Sector 31,77.0514542,28.4515538,"North Indian, Mughlai",850,0,0,0,2,2.9,5
Food Ka Mood,1,Gurgaon,Sector 31,77.057398,28.4491214,"North Indian, Chinese",500,0,1,0,2,3.1,34
Frozen Factory,1,Gurgaon,Sector 31,77.0505547,28.4529016,"Desserts, Beverages",200,0,0,0,1,3.1,7
Goli Vada Pav No. 1,1,Gurgaon,Sector 31,77.0510504,28.4534826,Street Food,150,0,1,0,1,3.1,5
Green Chick Chop,1,Gurgaon,Sector 31,77.0512923,28.4538134,"Raw Meats, North Indian, Fast Food",350,0,0,0,1,3.1,14
Harichatni.com,1,Gurgaon,Sector 31,77.0558828,28.4549152,"North Indian, Street Food",500,0,0,0,2,2.9,7
Kk Chaap Express,1,Gurgaon,Sector 31,77.0506317,28.4527412,"Fast Food, North Indian",250,0,0,0,1,3.3,8
Latenight.in,1,Gurgaon,Sector 31,77.04479218,28.45232201,"North Indian, Biryani, Chinese",600,0,1,0,2,3.0,8
Mitran Da Junction,1,Gurgaon,Sector 31,77.051332,28.4540489,North Indian,500,0,0,0,2,2.7,7
Mogambo Kitchen,1,Gurgaon,Sector 31,0.0,0.0,"North Indian, Fast Food",350,0,0,0,1,3.1,9
Mother Ringlet,1,Gurgaon,Sector 31,77.0509743,28.4535417,"North Indian, Chinese",450,0,0,0,1,2.5,52
Sna-X Point,1,Gurgaon,Sector 31,77.0569404,28.4490081,"Fast Food, Chinese",300,0,0,0,1,3.2,39
Wow! Momo,1,Gurgaon,Sector 31,77.050958,28.4534895,"Chinese, Tibetan",400,0,0,0,1,2.9,9
Yashna,1,Gurgaon,Sector 31,77.0510225,28.4530419,"North Indian, Mughlai",500,0,1,0,2,2.8,73
Twigly,1,Gurgaon,Sector 31,77.0587634,28.4344744,"Asian, Continental, Fast Food",500,0,1,0,2,4.5,76
Bakers Oven,1,Gurgaon,Sector 31,77.0509348,28.4529609,"Bakery, Desserts",600,0,1,0,2,3.6,183
Dilli 6 On Wheels,1,Gurgaon,Sector 31,77.0448616,28.4457489,"North Indian, Chinese",250,0,1,0,1,3.8,142
La Pino'z Pizza,1,Gurgaon,Sector 31,77.0502902,28.4530361,"Pizza, Italian",650,1,1,0,2,3.5,22
LeanBodyMeals,1,Gurgaon,Sector 31,77.055519,28.455681,"Healthy Food, Salad, Italian, Continental",600,0,1,0,2,3.9,144
Om Sweets & Snacks,1,Gurgaon,Sector 31,77.050482,28.4528201,"North Indian, South Indian, Street Food, Mithai",500,0,1,0,2,3.5,486
Tasty Tweets,1,Gurgaon,Sector 31,77.0511135,28.453446,Bakery,400,0,1,0,1,3.9,104
The Kathi Rolls,1,Gurgaon,Sector 31,77.0507229,28.4530322,Fast Food,400,0,1,0,1,3.5,136
Flying Cakes,1,Gurgaon,Sector 31,77.0571362,28.4497559,Bakery,350,0,1,0,1,2.4,13
Bikkgane Biryani,1,Gurgaon,Sector 31,77.0505305,28.4528047,"Biryani, North Indian, Hyderabadi",800,1,1,0,2,4.0,530
Cafeast,1,Gurgaon,Sector 39,77.03975882,28.4444788,"North Indian, Chinese",500,0,0,0,2,3.0,6
Yomo-Your Only Momo Outlet,1,Gurgaon,Sector 39,77.04963807,28.45321428,Fast Food,150,0,0,0,1,3.0,5
Midnight Sutra,1,Gurgaon,Sector 43,77.0906106,28.4507062,"North Indian, Fast Food",600,0,1,0,2,3.0,174
Paddy's - The Grub Grill,1,Gurgaon,Sector 43,77.0859299,28.4419061,"North Indian, Chinese, Fast Food",600,0,1,0,2,3.2,11
Sugar Rush By Saiba,1,Gurgaon,Sector 43,77.0959808,28.4514497,"Bakery, Desserts",400,0,0,0,1,4.1,176
Bamboo House,1,Gurgaon,Sector 45,77.0593066,28.4351572,"Chinese, Thai",550,0,1,0,2,3.4,64
Burger Unlimited Kitchen,1,Gurgaon,Sector 45,77.0595047,28.4350181,"North Indian, Chinese, Fast Food",600,0,1,0,2,3.2,41
Cafeteria Point,1,Gurgaon,Sector 45,77.0598728,28.4340212,Cafe,500,0,1,0,2,3.2,24
Choudhary Gohana Famous Jalebi,1,Gurgaon,Sector 45,77.0599779,28.4341404,"Mithai, Street Food",200,0,0,0,1,3.2,10
Curry N' Tandoor,1,Gurgaon,Sector 45,77.0598166,28.4345074,"Mughlai, North Indian",500,0,0,0,2,3.2,18
Dawat-e-Ishq,1,Gurgaon,Sector 45,77.0592634,28.4351263,"North Indian, Chinese",600,0,1,0,2,3.3,59
Delish Bake N Choc,1,Gurgaon,Sector 45,77.0589267,28.4349266,"Bakery, Fast Food",250,0,0,0,1,2.9,28
Flavours,1,Gurgaon,Sector 45,77.0587691,28.4345889,"North Indian, Chinese, Mughlai",600,0,0,0,2,3.3,74
Om Sweets & Snacks,1,Gurgaon,Sector 45,77.0586849,28.4347324,"North Indian, South Indian, Street Food, Mithai",500,0,1,0,2,2.8,14
Om Sweets,1,Gurgaon,Sector 45,77.0591044,28.4349952,"Mithai, North Indian, South Indian, Chinese",300,0,1,0,1,3.2,50
Raj Restaurant,1,Gurgaon,Sector 45,77.0593696,28.4342048,"North Indian, Mughlai",700,0,0,0,2,3.1,11
Tasha's Artisan Foods,1,Gurgaon,Sector 45,77.0593546,28.4447042,"Bakery, Desserts",200,0,0,0,1,3.2,10
Urban Kitchen,1,Gurgaon,Sector 45,77.0593757,28.4352128,"North Indian, Chinese, Mughlai",500,0,1,0,2,3.2,88
Nite Bites,1,Gurgaon,Sector 45,77.0724033,28.4471752,"North Indian, Chinese, Continental",650,0,1,0,2,3.7,427
Raj Restaurant,1,Gurgaon,Sector 45,77.0596229,28.4448577,"Chinese, North Indian, Mughlai",700,0,1,0,2,2.4,92
Burger Hut,1,Gurgaon,Sector 5,77.0205232,28.4802841,"Burger, Fast Food, Chinese",300,0,0,0,1,2.8,16
Dancing Turkeys,1,Gurgaon,Sector 50,77.0710139,28.4477683,Continental,800,0,0,0,2,3.3,17
Zizo,1,Gurgaon,Sector 54,77.1011865,28.4454847,"Lebanese, Mediterranean, Middle Eastern, Arabian",1600,1,1,0,3,3.9,233
Grill King Kabab & Curries,1,Gurgaon,Sector 54,77.1042435,28.4372591,"North Indian, Chinese",500,0,1,0,2,2.4,20
Aarush - A Mediterranean Kitchen,1,Gurgaon,Sector 56,0.0,0.0,Mediterranean,600,0,0,0,2,3.2,6
Blossoms 4 U,1,Gurgaon,Sector 56,77.110596,28.424109,"Bakery, Desserts",300,0,1,0,1,3.0,6
Breakfast@60,1,Gurgaon,Sector 56,0.0,0.0,"Chinese, North Indian, South Indian, Healthy Food",120,0,0,0,1,3.1,6
Bunny Burgers,1,Gurgaon,Sector 56,77.0991634,28.4251591,"Fast Food, Burger",400,0,1,0,1,3.3,15
Curry Haus,1,Gurgaon,Sector 56,77.093894,28.420766,North Indian,600,0,1,0,2,3.1,4
Droolfi,1,Gurgaon,Sector 56,77.09959824,28.42517935,Desserts,100,0,0,0,1,3.0,4
Earthen Spices,1,Gurgaon,Sector 56,77.1019507,28.4213907,"North Indian, Mughlai, Chinese",600,0,0,0,2,2.7,20
FatPlates,1,Gurgaon,Sector 56,77.1018657,28.4211708,North Indian,600,0,0,0,2,3.0,18
Food4U!,1,Gurgaon,Sector 56,77.1362757,28.4362232,"North Indian, Chinese, Street Food",600,0,1,0,2,3.2,18
Ghar Ki Handi,1,Gurgaon,Sector 56,0.0,0.0,North Indian,300,0,0,0,1,3.0,6
Giani,1,Gurgaon,Sector 56,77.1000368,28.4255681,"Ice Cream, Desserts",300,0,0,0,1,3.2,7
Great Desserts Company,1,Gurgaon,Sector 56,77.0982526,28.4273124,"Bakery, Desserts",300,0,0,0,1,3.3,14
Green Chick Chop,1,Gurgaon,Sector 56,77.0992983,28.4250375,"Raw Meats, Fast Food",350,0,0,0,1,2.9,4
Mughlai Treat,1,Gurgaon,Sector 56,77.1017259,28.421414,"North Indian, Mughlai",500,0,0,0,2,3.2,48
Munch,1,Gurgaon,Sector 56,77.1349572,28.434589,"North Indian, South Indian, Fast Food",700,0,1,0,2,3.1,9
New Spice World,1,Gurgaon,Sector 56,77.09929749,28.42516814,"Chinese, Fast Food",600,0,0,0,2,2.9,5
Pure Bliss,1,Gurgaon,Sector 56,77.09992748,28.42894133,"North Indian, Chinese",500,0,0,0,2,3.0,33
Puskar Raj Momos & Chinese Corner,1,Gurgaon,Sector 56,77.0992973,28.4252326,Chinese,200,0,0,0,1,3.0,4
Sai-Yo!,1,Gurgaon,Sector 56,77.1001525,28.4283926,"North Indian, Chinese",650,0,1,0,2,3.1,37
Shanghai Cafe,1,Gurgaon,Sector 56,77.1000683,28.4285248,Chinese,600,0,1,0,2,2.6,17
The Blaze,1,Gurgaon,Sector 56,77.0961512,28.4180994,"North Indian, Chinese",750,1,0,0,2,2.9,8
Ullu Delivers,1,Gurgaon,Sector 56,77.0993188,28.4250399,"North Indian, Chinese",500,0,1,1,2,2.8,5
Yomo-Your Only Momo Outlet,1,Gurgaon,Sector 56,77.0994718,28.4253531,Fast Food,150,0,0,0,1,3.0,6
Dimsum Democracy,1,Gurgaon,Sector 56,77.10009377,28.42846486,Chinese,500,0,0,0,2,3.6,47
Midnight Hunger,1,Gurgaon,Sector 56,0.0,0.0,"Continental, North Indian",400,0,0,0,1,3.8,46
The Punjab Kitchen,1,Gurgaon,Sector 56,77.112886,28.413665,North Indian,350,0,1,0,1,3.9,37
Too Maach,1,Gurgaon,Sector 56,77.1000307,28.4286826,"Bengali, North Indian",800,0,1,0,2,3.5,46
Chawla's�_,1,Gurgaon,Sector 56,77.0921967,28.430031,"North Indian, Mughlai, Chinese",800,0,0,0,2,2.2,66
Chy - Na Express,1,Gurgaon,Sector 56,77.0990285,28.4249219,Chinese,400,0,1,0,1,2.2,46
Kwality,1,Gurgaon,Sector 56,77.0992084,28.4251185,"Chinese, Mughlai, North Indian",650,0,0,0,2,2.4,52
Brother's Snacks and Shakes,1,Gurgaon,Sector 57,77.080462,28.4297813,Fast Food,300,0,1,1,1,3.2,12
Ginger Garlic,1,Gurgaon,Sector 57,77.0904414,28.4217218,Chinese,600,0,1,0,2,2.8,106
Arabicaa 9,1,Gurgaon,Sector 7,77.0176107,28.467311,Lebanese,500,0,0,0,2,3.3,22
Burger Xpress,1,Gurgaon,Sector 7,77.017531,28.4672588,Fast Food,300,0,0,0,1,3.4,94
Dilli Light,1,Gurgaon,Sector 7,77.0190993,28.4707962,"North Indian, Chinese",600,0,1,0,2,2.6,16
KB's Kulfi & Icecream,1,Gurgaon,Sector 7,77.0184147,28.4726717,Ice Cream,200,0,1,0,1,2.8,11
MyLoveBiryani.Com,1,Gurgaon,Sector 7,77.0155627,28.4651285,"North Indian, Biryani",350,0,0,0,1,3.2,16
Tandoori Adda,1,Gurgaon,Sector 7,77.0143446,28.4700416,"North Indian, Mughlai, Chinese",450,0,1,0,1,3.2,32
Tiffins 4 U,1,Gurgaon,Sector 7,77.0148921,28.4648232,North Indian,200,0,0,0,1,3.1,27
Cafe Cup of Life,1,Gurgaon,Sector 7,77.0162592,28.4681375,"Cafe, Fast Food, Chinese",550,0,1,0,2,3.7,45
DCK- Dana Choga's Kitchen,1,Gurgaon,Sector 7,77.0170336,28.4677392,"North Indian, Mughlai",800,0,1,0,2,3.5,148
